# Numero de nós #
20
# Numero de Patamares #
2
# Custo #
0.0 270.0 70.0 106.301 183.847 278.926 392.173 299.666 214.009 254.95 206.155 190.0 460.0 329.848 362.353 330.151 367.967 415.932 418.688 533.385
270.0 0.0 278.926 202.484 122.065 70.0 164.012 130.0 164.012 214.709 268.7 330.151 533.385 372.155 335.261 190.0 250.0 214.709 320.0 460.0
70.0 278.926 0.0 80.0 170.0 270.0 374.833 276.586 180.277 208.086 144.222 120.0 390.0 262.488 302.324 295.465 324.499 388.973 367.967 474.341
106.301 202.484 80.0 0.0 90.0 190.0 296.141 199.248 108.166 150.0 120.0 144.222 398.12 250.0 265.706 224.722 261.725 313.847 314.006 433.82
183.847 122.065 170.0 90.0 0.0 100.0 208.806 116.619 60.0 120.0 150.0 208.086 425.44 265.706 250.0 156.204 205.912 233.238 269.258 402.616
278.926 70.0 270.0 190.0 100.0 0.0 116.619 60.0 116.619 156.204 224.722 295.465 474.341 314.006 269.258 120.0 180.0 156.204 250.0 390.0
392.173 164.012 374.833 296.141 208.806 116.619 0.0 100.0 200.0 208.806 296.141 374.833 495.782 346.698 275.862 116.619 156.204 60.0 214.709 344.818
299.666 130.0 276.586 199.248 116.619 60.0 100.0 0.0 100.0 116.619 199.248 276.586 426.38 268.7 214.709 60.0 120.0 116.619 190.0 330.0
214.009 164.012 180.277 108.166 60.0 116.619 200.0 100.0 0.0 60.0 108.166 180.277 371.214 210.237 190.0 116.619 156.204 208.806 214.709 344.818
254.95 214.709 208.086 150.0 120.0 156.204 208.806 116.619 60.0 0.0 90.0 170.0 319.061 158.113 130.0 100.0 116.619 200.0 164.012 287.923
206.155 268.7 144.222 120.0 150.0 224.722 296.141 199.248 108.166 90.0 0.0 80.0 281.602 130.0 158.113 190.0 199.248 290.0 230.217 330.151
190.0 330.151 120.0 144.222 208.086 295.465 374.833 276.586 180.277 170.0 80.0 0.0 270.0 152.643 214.009 270.0 276.586 370.0 299.666 381.837
460.0 533.385 390.0 398.12 425.44 474.341 495.782 426.38 371.214 319.061 281.602 270.0 0.0 161.245 220.227 381.837 342.052 458.039 304.138 270.0
329.848 372.155 262.488 250.0 265.706 314.006 346.698 268.7 210.237 158.113 130.0 152.643 161.245 0.0 90.0 230.217 202.484 317.804 190.0 236.008
362.353 335.261 302.324 265.706 250.0 269.258 275.862 214.709 190.0 130.0 158.113 214.009 220.227 90.0 0.0 164.012 122.065 238.537 100.0 172.046
330.151 190.0 295.465 224.722 156.204 120.0 116.619 60.0 116.619 100.0 190.0 270.0 381.837 230.217 164.012 0.0 60.0 100.0 130.0 270.0
367.967 250.0 324.499 261.725 205.912 180.0 156.204 120.0 156.204 116.619 199.248 276.586 342.052 202.484 122.065 60.0 0.0 116.619 70.0 210.0
415.932 214.709 388.973 313.847 233.238 156.204 60.0 116.619 208.806 200.0 290.0 370.0 458.039 317.804 238.537 100.0 116.619 0.0 164.012 287.923
418.688 320.0 367.967 314.006 269.258 250.0 214.709 190.0 214.709 164.012 230.217 299.666 304.138 190.0 100.0 130.0 70.0 164.012 0.0 140.0
533.385 460.0 474.341 433.82 402.616 390.0 344.818 330.0 344.818 287.923 330.151 381.837 270.0 236.008 172.046 270.0 210.0 287.923 140.0 0.0
0.00 297.00 77.00 116.93 202.23 306.82 431.39 329.63 235.41 280.44 226.77 209.00 506.00 362.83 398.59 363.17 404.76 457.53 460.56 586.72
297.00 0.00 306.82 222.73 134.27 77.00 180.41 143.00 180.41 236.18 295.57 363.17 586.72 409.37 368.79 209.00 275.00 236.18 352.00 506.00
77.00 306.82 0.00 88.00 187.00 297.00 412.32 304.24 198.30 228.89 158.64 132.00 429.00 288.74 332.56 325.01 356.95 427.87 404.76 521.78
116.93 222.73 88.00 0.00 99.00 209.00 325.76 219.17 118.98 165.00 132.00 158.64 437.93 275.00 292.28 247.19 287.90 345.23 345.41 477.20
202.23 134.27 187.00 99.00 0.00 110.00 229.69 128.28 66.00 132.00 165.00 228.89 467.98 292.28 275.00 171.82 226.50 256.56 296.18 442.88
306.82 77.00 297.00 209.00 110.00 0.00 128.28 66.00 128.28 171.82 247.19 325.01 521.78 345.41 296.18 132.00 198.00 171.82 275.00 429.00
431.39 180.41 412.32 325.76 229.69 128.28 0.00 110.00 220.00 229.69 325.76 412.32 545.36 381.37 303.45 128.28 171.82 66.00 236.18 379.30
329.63 143.00 304.24 219.17 128.28 66.00 110.00 0.00 110.00 128.28 219.17 304.24 469.02 295.57 236.18 66.00 132.00 128.28 209.00 363.00
235.41 180.41 198.30 118.98 66.00 128.28 220.00 110.00 0.00 66.00 118.98 198.30 408.34 231.26 209.00 128.28 171.82 229.69 236.18 379.30
280.44 236.18 228.89 165.00 132.00 171.82 229.69 128.28 66.00 0.00 99.00 187.00 350.97 173.92 143.00 110.00 128.28 220.00 180.41 316.72
226.77 295.57 158.64 132.00 165.00 247.19 325.76 219.17 118.98 99.00 0.00 88.00 309.76 143.00 173.92 209.00 219.17 319.00 253.24 363.17
209.00 363.17 132.00 158.64 228.89 325.01 412.32 304.24 198.30 187.00 88.00 0.00 297.00 167.91 235.41 297.00 304.24 407.00 329.63 420.02
506.00 586.72 429.00 437.93 467.98 521.78 545.36 469.02 408.34 350.97 309.76 297.00 0.00 177.37 242.25 420.02 376.26 503.84 334.55 297.00
362.83 409.37 288.74 275.00 292.28 345.41 381.37 295.57 231.26 173.92 143.00 167.91 177.37 0.00 99.00 253.24 222.73 349.58 209.00 259.61
398.59 368.79 332.56 292.28 275.00 296.18 303.45 236.18 209.00 143.00 173.92 235.41 242.25 99.00 0.00 180.41 134.27 262.39 110.00 189.25
363.17 209.00 325.01 247.19 171.82 132.00 128.28 66.00 128.28 110.00 209.00 297.00 420.02 253.24 180.41 0.00 66.00 110.00 143.00 297.00
404.76 275.00 356.95 287.90 226.50 198.00 171.82 132.00 171.82 128.28 219.17 304.24 376.26 222.73 134.27 66.00 0.00 128.28 77.00 231.00
457.53 236.18 427.87 345.23 256.56 171.82 66.00 128.28 229.69 220.00 319.00 407.00 503.84 349.58 262.39 110.00 128.28 0.00 180.41 316.72
460.56 352.00 404.76 345.41 296.18 275.00 236.18 209.00 236.18 180.41 253.24 329.63 334.55 209.00 110.00 143.00 77.00 180.41 0.00 154.00
586.72 506.00 521.78 477.20 442.88 429.00 379.30 363.00 379.30 316.72 363.17 420.02 297.00 259.61 189.25 297.00 231.00 316.72 154.00 0.00
0.00 324.00 84.00 127.56 220.62 334.71 470.61 359.60 256.81 305.94 247.39 228.00 552.00 395.82 434.82 396.18 441.56 499.12 502.43 640.06
324.00 0.00 334.71 242.98 146.48 84.00 196.81 156.00 196.81 257.65 322.44 396.18 640.06 446.59 402.31 228.00 300.00 257.65 384.00 552.00
84.00 334.71 0.00 96.00 204.00 324.00 449.80 331.90 216.33 249.70 173.07 144.00 468.00 314.99 362.79 354.56 389.40 466.77 441.56 569.21
127.56 242.98 96.00 0.00 108.00 228.00 355.37 239.10 129.80 180.00 144.00 173.07 477.74 300.00 318.85 269.67 314.07 376.62 376.81 520.58
220.62 146.48 204.00 108.00 0.00 120.00 250.57 139.94 72.00 144.00 180.00 249.70 510.53 318.85 300.00 187.44 247.09 279.89 323.11 483.14
334.71 84.00 324.00 228.00 120.00 0.00 139.94 72.00 139.94 187.44 269.67 354.56 569.21 376.81 323.11 144.00 216.00 187.44 300.00 468.00
470.61 196.81 449.80 355.37 250.57 139.94 0.00 120.00 240.00 250.57 355.37 449.80 594.94 416.04 331.03 139.94 187.44 72.00 257.65 413.78
359.60 156.00 331.90 239.10 139.94 72.00 120.00 0.00 120.00 139.94 239.10 331.90 511.66 322.44 257.65 72.00 144.00 139.94 228.00 396.00
256.81 196.81 216.33 129.80 72.00 139.94 240.00 120.00 0.00 72.00 129.80 216.33 445.46 252.28 228.00 139.94 187.44 250.57 257.65 413.78
305.94 257.65 249.70 180.00 144.00 187.44 250.57 139.94 72.00 0.00 108.00 204.00 382.87 189.74 156.00 120.00 139.94 240.00 196.81 345.51
247.39 322.44 173.07 144.00 180.00 269.67 355.37 239.10 129.80 108.00 0.00 96.00 337.92 156.00 189.74 228.00 239.10 348.00 276.26 396.18
228.00 396.18 144.00 173.07 249.70 354.56 449.80 331.90 216.33 204.00 96.00 0.00 324.00 183.17 256.81 324.00 331.90 444.00 359.60 458.20
552.00 640.06 468.00 477.74 510.53 569.21 594.94 511.66 445.46 382.87 337.92 324.00 0.00 193.49 264.27 458.20 410.46 549.65 364.97 324.00
395.82 446.59 314.99 300.00 318.85 376.81 416.04 322.44 252.28 189.74 156.00 183.17 193.49 0.00 108.00 276.26 242.98 381.36 228.00 283.21
434.82 402.31 362.79 318.85 300.00 323.11 331.03 257.65 228.00 156.00 189.74 256.81 264.27 108.00 0.00 196.81 146.48 286.24 120.00 206.46
396.18 228.00 354.56 269.67 187.44 144.00 139.94 72.00 139.94 120.00 228.00 324.00 458.20 276.26 196.81 0.00 72.00 120.00 156.00 324.00
441.56 300.00 389.40 314.07 247.09 216.00 187.44 144.00 187.44 139.94 239.10 331.90 410.46 242.98 146.48 72.00 0.00 139.94 84.00 252.00
499.12 257.65 466.77 376.62 279.89 187.44 72.00 139.94 250.57 240.00 348.00 444.00 549.65 381.36 286.24 120.00 139.94 0.00 196.81 345.51
502.43 384.00 441.56 376.81 323.11 300.00 257.65 228.00 257.65 196.81 276.26 359.60 364.97 228.00 120.00 156.00 84.00 196.81 0.00 168.00
640.06 552.00 569.21 520.58 483.14 468.00 413.78 396.00 413.78 345.51 396.18 458.20 324.00 283.21 206.46 324.00 252.00 345.51 168.00 0.00
# t #
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
# Limite de pedágios #
95
# u #
0 25900.20064 23403.47319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25900.20064 0 0 0 0 4958.180928 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23403.47319 0 0 17110.52372 0 0 0 0 0 0 0 23403.47319 0 0 0 0 0 0 0 0
0 0 17110.52372 0 17782.7941 0 0 0 0 0 4908.82673 0 0 0 0 0 0 0 0 0
0 0 0 17782.7941 0 4947.995469 0 0 10000.0 0 0 0 0 0 0 0 0 0 0 0
0 4958.180928 0 0 4947.995469 0 0 4898.587646 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 7841.81131 0 0 0 0 0 0 0 0 0 23403.47319 0 0
0 0 0 0 0 4898.587646 7841.81131 0 5050.193156 0 0 0 0 0 0 5045.822583 0 0 0 0
0 0 0 0 10000.0 0 0 5050.193156 0 13915.78842 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 13915.78842 0 10000.0 0 0 0 13512.00155 4854.917717 4993.510694 0 0 0
0 0 0 4908.82673 0 0 0 0 0 10000.0 0 4908.82673 0 4876.508287 0 0 0 0 0 0
0 0 23403.47319 0 0 0 0 0 0 0 4908.82673 0 25900.20064 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 25900.20064 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 4876.508287 0 0 0 5127.526119 0 0 0 0 0
0 0 0 0 0 0 0 0 0 13512.00155 0 0 0 5127.526119 0 0 0 0 14564.75315 0
0 0 0 0 0 0 0 5045.822583 0 4854.917717 0 0 0 0 0 0 5229.910063 19679.89671 0 0
0 0 0 0 0 0 0 0 0 4993.510694 0 0 0 0 0 5229.910063 0 0 4823.950831 0
0 0 0 0 0 0 23403.47319 0 0 0 0 0 0 0 0 19679.89671 0 0 0 23403.47319
0 0 0 0 0 0 0 0 0 0 0 0 0 0 14564.75315 0 4823.950831 0 0 5002.607563
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23403.47319 5002.607563 0
# Demanda #
