# Numero de nós #
24
# Numero de Patamares #
2
# Custo #
0.0 270.0 70.0 106.301 183.847 278.926 392.173 299.666 214.009 254.95 206.155 190.0 460.0 329.848 362.353 330.151 367.967 415.932 418.688 533.385 490.407 416.293 388.329 466.904
270.0 0.0 278.926 202.484 122.065 70.0 164.012 130.0 164.012 214.709 268.7 330.151 533.385 372.155 335.261 190.0 250.0 214.709 320.0 460.0 470.744 392.937 424.852 497.694
70.0 278.926 0.0 80.0 170.0 270.0 374.833 276.586 180.277 208.086 144.222 120.0 390.0 262.488 302.324 295.465 324.499 388.973 367.967 474.341 425.44 353.553 320.156 398.12
106.301 202.484 80.0 0.0 90.0 190.0 296.141 199.248 108.166 150.0 120.0 144.222 398.12 250.0 265.706 224.722 261.725 313.847 314.006 433.82 400.249 322.8 310.0 390.0
183.847 122.065 170.0 90.0 0.0 100.0 208.806 116.619 60.0 120.0 150.0 208.086 425.44 265.706 250.0 156.204 205.912 233.238 269.258 402.616 390.0 310.0 322.8 400.249
278.926 70.0 270.0 190.0 100.0 0.0 116.619 60.0 116.619 156.204 224.722 295.465 474.341 314.006 269.258 120.0 180.0 156.204 250.0 390.0 402.616 325.729 363.593 433.82
392.173 164.012 374.833 296.141 208.806 116.619 0.0 100.0 200.0 208.806 296.141 374.833 495.782 346.698 275.862 116.619 156.204 60.0 214.709 344.818 385.875 320.156 382.883 439.317
299.666 130.0 276.586 199.248 116.619 60.0 100.0 0.0 100.0 116.619 199.248 276.586 426.38 268.7 214.709 60.0 120.0 116.619 190.0 330.0 344.818 269.258 314.006 380.788
214.009 164.012 180.277 108.166 60.0 116.619 200.0 100.0 0.0 60.0 108.166 180.277 371.214 210.237 190.0 116.619 156.204 208.806 214.709 344.818 330.0 250.0 265.706 342.052
254.95 214.709 208.086 150.0 120.0 156.204 208.806 116.619 60.0 0.0 90.0 170.0 319.061 158.113 130.0 100.0 116.619 200.0 164.012 287.923 270.0 190.0 210.237 284.604
206.155 268.7 144.222 120.0 150.0 224.722 296.141 199.248 108.166 90.0 0.0 80.0 281.602 130.0 158.113 190.0 199.248 290.0 230.217 330.151 284.604 210.237 190.0 270.0
190.0 330.151 120.0 144.222 208.086 295.465 374.833 276.586 180.277 170.0 80.0 0.0 270.0 152.643 214.009 270.0 276.586 370.0 299.666 381.837 319.061 254.95 206.155 281.602
460.0 533.385 390.0 398.12 425.44 474.341 495.782 426.38 371.214 319.061 281.602 270.0 0.0 161.245 220.227 381.837 342.052 458.039 304.138 270.0 170.0 187.882 113.137 80.0
329.848 372.155 262.488 250.0 265.706 314.006 346.698 268.7 210.237 158.113 130.0 152.643 161.245 0.0 90.0 230.217 202.484 317.804 190.0 236.008 166.433 108.166 60.0 140.0
362.353 335.261 302.324 265.706 250.0 269.258 275.862 214.709 190.0 130.0 158.113 214.009 220.227 90.0 0.0 164.012 122.065 238.537 100.0 172.046 140.0 60.0 108.166 166.433
330.151 190.0 295.465 224.722 156.204 120.0 116.619 60.0 116.619 100.0 190.0 270.0 381.837 230.217 164.012 0.0 60.0 100.0 130.0 270.0 287.923 214.709 268.7 330.151
367.967 250.0 324.499 261.725 205.912 180.0 156.204 120.0 156.204 116.619 199.248 276.586 342.052 202.484 122.065 60.0 0.0 116.619 70.0 210.0 232.594 164.012 230.217 283.196
415.932 214.709 388.973 313.847 233.238 156.204 60.0 116.619 208.806 200.0 290.0 370.0 458.039 317.804 238.537 100.0 116.619 0.0 164.012 287.923 336.005 275.862 346.698 396.232
418.688 320.0 367.967 314.006 269.258 250.0 214.709 190.0 214.709 164.012 230.217 299.666 304.138 190.0 100.0 130.0 70.0 164.012 0.0 140.0 172.046 116.619 199.248 236.008
533.385 460.0 474.341 433.82 402.616 390.0 344.818 330.0 344.818 287.923 330.151 381.837 270.0 236.008 172.046 270.0 210.0 287.923 140.0 0.0 100.0 128.062 206.155 190.0
490.407 470.744 425.44 400.249 390.0 402.616 385.875 344.818 330.0 270.0 284.604 319.061 170.0 166.433 140.0 287.923 232.594 336.005 172.046 100.0 0.0 80.0 120.415 90.0
416.293 392.937 353.553 322.8 310.0 325.729 320.156 269.258 250.0 190.0 210.237 254.95 187.882 108.166 60.0 214.709 164.012 275.862 116.619 128.062 80.0 0.0 90.0 120.415
388.329 424.852 320.156 310.0 322.8 363.593 382.883 314.006 265.706 210.237 190.0 206.155 113.137 60.0 108.166 268.7 230.217 346.698 199.248 206.155 120.415 90.0 0.0 80.0
466.904 497.694 398.12 390.0 400.249 433.82 439.317 380.788 342.052 284.604 270.0 281.602 80.0 140.0 166.433 330.151 283.196 396.232 236.008 190.0 90.0 120.415 80.0 0.0
0.00 297.00 77.00 116.93 202.23 306.82 431.39 329.63 235.41 280.44 226.77 209.00 506.00 362.83 398.59 363.17 404.76 457.53 460.56 586.72 539.45 457.92 427.16 513.59
297.00 0.00 306.82 222.73 134.27 77.00 180.41 143.00 180.41 236.18 295.57 363.17 586.72 409.37 368.79 209.00 275.00 236.18 352.00 506.00 517.82 432.23 467.34 547.46
77.00 306.82 0.00 88.00 187.00 297.00 412.32 304.24 198.30 228.89 158.64 132.00 429.00 288.74 332.56 325.01 356.95 427.87 404.76 521.78 467.98 388.91 352.17 437.93
116.93 222.73 88.00 0.00 99.00 209.00 325.76 219.17 118.98 165.00 132.00 158.64 437.93 275.00 292.28 247.19 287.90 345.23 345.41 477.20 440.27 355.08 341.00 429.00
202.23 134.27 187.00 99.00 0.00 110.00 229.69 128.28 66.00 132.00 165.00 228.89 467.98 292.28 275.00 171.82 226.50 256.56 296.18 442.88 429.00 341.00 355.08 440.27
